canonical,fixture,parity_class,native_used,fallback_used,native_pass,fallback_pass,reference_pass,note
ts_sum,long_nan_block,unclassified_parity,False,False,,True,,
ts_sum,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_sum,string_group_labels,unclassified_parity,False,False,,True,,
ts_sum,group_missing,unclassified_parity,False,False,,True,,
ts_sum,column_permutation,unclassified_parity,False,False,,True,,
ts_var,all_equal,unclassified_parity,False,False,,True,,
ts_var,many_ties,unclassified_parity,False,False,,True,,
ts_var,zero_denominator,unclassified_parity,False,False,,True,,
ts_var,negative_values,unclassified_parity,False,False,,True,,
ts_var,very_large_values,unclassified_parity,False,False,,True,,
ts_var,very_small_values,unclassified_parity,False,False,,True,,
ts_var,alternating_signs,unclassified_parity,False,False,,True,,
ts_var,single_valid_sample,unclassified_parity,False,False,,True,,
ts_var,two_valid_samples,unclassified_parity,False,False,,True,,
ts_var,current_row_missing,unclassified_parity,False,False,,True,,
ts_var,internal_hole,unclassified_parity,False,False,,True,,
ts_var,inf,unclassified_parity,False,False,,True,,
ts_var,neg_inf,unclassified_parity,False,False,,True,,
ts_var,long_nan_block,unclassified_parity,False,False,,True,,
ts_var,duplicate_group_labels,unclassified_parity,False,False,,True,,
ts_var,string_group_labels,unclassified_parity,False,False,,True,,
ts_var,group_missing,unclassified_parity,False,False,,True,,
ts_var,column_permutation,unclassified_parity,False,False,,True,,
zscore,all_equal,unclassified_parity,False,False,,True,True,
zscore,many_ties,unclassified_parity,False,False,,True,True,
zscore,zero_denominator,unclassified_parity,False,False,,True,True,
zscore,negative_values,unclassified_parity,False,False,,True,True,
zscore,very_large_values,unclassified_parity,False,False,,True,True,
zscore,very_small_values,unclassified_parity,False,False,,True,True,
zscore,alternating_signs,unclassified_parity,False,False,,True,True,
zscore,single_valid_sample,unclassified_parity,False,False,,True,True,
zscore,two_valid_samples,unclassified_parity,False,False,,True,True,
zscore,current_row_missing,unclassified_parity,False,False,,True,True,
zscore,internal_hole,unclassified_parity,False,False,,True,True,
zscore,inf,unclassified_parity,False,False,,True,False,reference_mismatch;
zscore,neg_inf,unclassified_parity,False,False,,True,False,reference_mismatch;
zscore,long_nan_block,unclassified_parity,False,False,,True,True,
zscore,duplicate_group_labels,unclassified_parity,False,False,,True,True,
zscore,string_group_labels,unclassified_parity,False,False,,True,True,
zscore,group_missing,unclassified_parity,False,False,,True,True,
zscore,column_permutation,unclassified_parity,False,False,,True,True,
