factor_id,factor_name_zh,category,subcategory,dsl,variant,base_factor,direction_high_is_good,replication_grade,applicability,pit_class,implementation_status,missing_dsl_operators,pending_allowlist_operators,source_preprocessing_requirements,missing_raw_fields,virtual_source_fields,derived_relation_fields,required_fields,operators_used,required_new_operators,source_acronym,source_name,source_authors,source_year,source_journal,source_sign,source_category,source_definition_summary,notes,ast_syntax_valid,dsl_calls,field_identifiers,required_new_operators_original,dsl_normalized,formula_hash,formula_duplicate_count,canonical_factor_id_for_formula,is_canonical_formula,source_url,evidence_type,increment_batch,ast_error,duplicate_of_existing,duplicate_within_supplement,selected_variant,selection_reason,library_role,preprocess_policy
INV030,其他非流动金融资产同比增长,investment_growth,investment,"group_rank(yoy_by_period(bal_other_non_current_financial_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV030,-1,a_share_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_other_non_current_financial_assets|bal_report_period_end_date|industry_industry_code,group_rank|yoy_by_period,,DelLTI,Change in long-term investment,Richardson et al.,2005.0,JAE,-1.0,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|yoy_by_period,bal_other_non_current_financial_assets|bal_report_period_end_date|industry_industry_code,,"group_rank(yoy_by_period(bal_other_non_current_financial_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",29e44b1707fb0026,1,INV030__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV031,合同资产同比增长,investment_growth,investment,"group_rank(yoy_by_period(bal_contract_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV031,-1,a_share_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_contract_assets|bal_report_period_end_date|industry_industry_code,group_rank|yoy_by_period,,DelCOA,Change in current operating assets,Richardson et al.,2005.0,JAE,-1.0,investment alt,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|yoy_by_period,bal_contract_assets|bal_report_period_end_date|industry_industry_code,,"group_rank(yoy_by_period(bal_contract_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",e85879792f82b4df,1,INV031__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV032,使用权资产同比增长,investment_growth,investment,"group_rank(yoy_by_period(bal_usufruct_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV032,-1,a_share_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_report_period_end_date|bal_usufruct_assets|industry_industry_code,group_rank|yoy_by_period,,Investment,Investment to revenue,"Titman, Wei and Xie",2004.0,JFQA,-1.0,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|yoy_by_period,bal_report_period_end_date|bal_usufruct_assets|industry_industry_code,,"group_rank(yoy_by_period(bal_usufruct_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",b09a4b806bea078c,1,INV032__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV033,递延所得税资产同比增长,investment_growth,investment,"group_rank(yoy_by_period(bal_deferred_tax_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV033,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_deferred_tax_assets|bal_report_period_end_date|industry_industry_code,group_rank|yoy_by_period,,Investment,Investment to revenue,"Titman, Wei and Xie",2004.0,JFQA,-1.0,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|yoy_by_period,bal_deferred_tax_assets|bal_report_period_end_date|industry_industry_code,,"group_rank(yoy_by_period(bal_deferred_tax_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",3b37e239e6a74065,1,INV033__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV034,其他流动资产同比增长,investment_growth,investment,"group_rank(yoy_by_period(bal_other_current_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV034,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_other_current_assets|bal_report_period_end_date|industry_industry_code,group_rank|yoy_by_period,,DelCOA,Change in current operating assets,Richardson et al.,2005.0,JAE,-1.0,investment alt,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|yoy_by_period,bal_other_current_assets|bal_report_period_end_date|industry_industry_code,,"group_rank(yoy_by_period(bal_other_current_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",63391d461d05b37c,1,INV034__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV035,其他非流动资产同比增长,investment_growth,investment,"group_rank(yoy_by_period(bal_other_non_current_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV035,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_other_non_current_assets|bal_report_period_end_date|industry_industry_code,group_rank|yoy_by_period,,ChNCOA,Change in Noncurrent Operating Assets,Soliman,2008.0,AR,,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|yoy_by_period,bal_other_non_current_assets|bal_report_period_end_date|industry_industry_code,,"group_rank(yoy_by_period(bal_other_non_current_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",b43bca8e74819f7b,1,INV035__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV036,资产扩张与销售增长缺口,investment_growth,investment,"group_rank(subtract(yoy_by_period(bal_total_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(inc_operating_revenue, inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,INV036,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_report_period_end_date|bal_total_assets|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,group_rank|subtract|yoy_by_period,,AssetGrowth,Asset growth,"Cooper, Gulen and Schill",2008.0,JF,-1.0,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|subtract|yoy_by_period,bal_report_period_end_date|bal_total_assets|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(bal_total_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(inc_operating_revenue,inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",5047f1dfac753120,1,INV036__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV037,资本开支与销售增长缺口,investment_growth,investment,"group_rank(subtract(yoy_by_period(cf_fix_intan_other_asset_acqui_cash, cf_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(inc_operating_revenue, inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,INV037,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,cf_fix_intan_other_asset_acqui_cash|cf_report_period_end_date|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,group_rank|subtract|yoy_by_period,,Investment,Investment to revenue,"Titman, Wei and Xie",2004.0,JFQA,-1.0,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|subtract|yoy_by_period,cf_fix_intan_other_asset_acqui_cash|cf_report_period_end_date|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(cf_fix_intan_other_asset_acqui_cash,cf_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(inc_operating_revenue,inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",ba26fb637db7cb46,1,INV037__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV038,研发与销售增长缺口,investment_growth,investment,"group_rank(subtract(yoy_by_period(inc_rd_expenses, inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(inc_operating_revenue, inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,INV038,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,inc_operating_revenue|inc_rd_expenses|inc_report_period_end_date|industry_industry_code,group_rank|subtract|yoy_by_period,,RD,R&D over market cap,"Chan, Lakonishok and Sougiannis",2001.0,JF,1.0,R&D,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|subtract|yoy_by_period,inc_operating_revenue|inc_rd_expenses|inc_report_period_end_date|industry_industry_code,,"group_rank(subtract(yoy_by_period(inc_rd_expenses,inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(inc_operating_revenue,inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",8346f99982d03b06,1,INV038__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV039,固定资产占总资产变化,investment_growth,investment,"group_rank(period_change(safe_div(bal_fixed_assets, bal_total_assets), bal_report_period_end_date, periods=4, mode='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV039,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_fixed_assets|bal_report_period_end_date|bal_total_assets|industry_industry_code,group_rank|period_change|safe_div,,Investment,Investment to revenue,"Titman, Wei and Xie",2004.0,JFQA,-1.0,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|period_change|safe_div,bal_fixed_assets|bal_report_period_end_date|bal_total_assets|industry_industry_code,,"group_rank(period_change(safe_div(bal_fixed_assets,bal_total_assets),bal_report_period_end_date,periods=4,mode='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",dd25ee7d9a2f2cce,1,INV039__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV040,存货占总资产变化,investment_growth,investment,"group_rank(period_change(safe_div(bal_inventories, bal_total_assets), bal_report_period_end_date, periods=4, mode='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV040,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_inventories|bal_report_period_end_date|bal_total_assets|industry_industry_code,group_rank|period_change|safe_div,,ChInv,Inventory Growth,Thomas and Zhang,2002.0,RAS,-1.0,investment alt,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|period_change|safe_div,bal_inventories|bal_report_period_end_date|bal_total_assets|industry_industry_code,,"group_rank(period_change(safe_div(bal_inventories,bal_total_assets),bal_report_period_end_date,periods=4,mode='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",2064118a11103597,1,INV040__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV041,应收占总资产变化,investment_growth,investment,"group_rank(period_change(safe_div(bal_account_receivable, bal_total_assets), bal_report_period_end_date, periods=4, mode='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV041,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_account_receivable|bal_report_period_end_date|bal_total_assets|industry_industry_code,group_rank|period_change|safe_div,,DelCOA,Change in current operating assets,Richardson et al.,2005.0,JAE,-1.0,investment alt,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|period_change|safe_div,bal_account_receivable|bal_report_period_end_date|bal_total_assets|industry_industry_code,,"group_rank(period_change(safe_div(bal_account_receivable,bal_total_assets),bal_report_period_end_date,periods=4,mode='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",45578182fe1cb977,1,INV041__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV042,现金占总资产变化,investment_growth,investment,"group_rank(period_change(safe_div(bal_cash_equivalents, bal_total_assets), bal_report_period_end_date, periods=4, mode='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV042,1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_cash_equivalents|bal_report_period_end_date|bal_total_assets|industry_industry_code,group_rank|period_change|safe_div,,Cash,Cash to assets,Palazzo,2012.0,JFE,1.0,asset composition,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|period_change|safe_div,bal_cash_equivalents|bal_report_period_end_date|bal_total_assets|industry_industry_code,,"group_rank(period_change(safe_div(bal_cash_equivalents,bal_total_assets),bal_report_period_end_date,periods=4,mode='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",824bb0ca8e0d5049,1,INV042__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV043,无形资产占比变化,investment_growth,investment,"group_rank(period_change(safe_div(bal_intangible_assets, bal_total_assets), bal_report_period_end_date, periods=4, mode='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV043,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_intangible_assets|bal_report_period_end_date|bal_total_assets|industry_industry_code,group_rank|period_change|safe_div,,BrandInvest,Brand capital investment,"Belo, Lin and Vitorino",2014.0,RED,-1.0,investment alt,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|period_change|safe_div,bal_intangible_assets|bal_report_period_end_date|bal_total_assets|industry_industry_code,,"group_rank(period_change(safe_div(bal_intangible_assets,bal_total_assets),bal_report_period_end_date,periods=4,mode='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",2c74c9aae95a16b2,1,INV043__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV044,商誉占比变化,investment_growth,investment,"group_rank(period_change(safe_div(bal_good_will, bal_total_assets), bal_report_period_end_date, periods=4, mode='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV044,-1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_good_will|bal_report_period_end_date|bal_total_assets|industry_industry_code,group_rank|period_change|safe_div,,BrandInvest,Brand capital investment,"Belo, Lin and Vitorino",2014.0,RED,-1.0,investment alt,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|period_change|safe_div,bal_good_will|bal_report_period_end_date|bal_total_assets|industry_industry_code,,"group_rank(period_change(safe_div(bal_good_will,bal_total_assets),bal_report_period_end_date,periods=4,mode='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",c9011d35fb1ba0a5,1,INV044__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV045,研发资本存量/资产（永续盘存）,investment_growth,investment,"group_rank(safe_div(fiscal_perpetual_inventory(quarter_from_cumulative(inc_rd_expenses, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, depreciation=0.2, require_consecutive=True), bal_total_assets), industry_industry_code)",irank,INV045,1,paper_inspired,general_nonfinancial,strict_pit,requires_operator_extension,fiscal_perpetual_inventory,,,,,,bal_total_assets|inc_fiscal_quarter|inc_rd_expenses|inc_report_period_end_date|industry_industry_code,fiscal_perpetual_inventory|group_rank|quarter_from_cumulative|safe_div,fiscal_perpetual_inventory,RD,R&D over market cap,"Chan, Lakonishok and Sougiannis",2001.0,JF,1.0,R&D,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,fiscal_perpetual_inventory|group_rank|quarter_from_cumulative|safe_div,bal_total_assets|inc_fiscal_quarter|inc_rd_expenses|inc_report_period_end_date|industry_industry_code,fiscal_perpetual_inventory,"group_rank(safe_div(fiscal_perpetual_inventory(quarter_from_cumulative(inc_rd_expenses,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,depreciation=0.2,require_consecutive=True),bal_total_assets),industry_industry_code)",8b00d5f2f249bd11,1,INV045__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV046,组织资本存量/资产（管理销售费用资本化）,investment_growth,investment,"group_rank(safe_div(fiscal_perpetual_inventory(add(quarter_from_cumulative(inc_sale_expense, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), quarter_from_cumulative(inc_administration_expense, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available')), inc_report_period_end_date, depreciation=0.2, require_consecutive=True), bal_total_assets), industry_industry_code)",irank,INV046,1,paper_inspired,general_nonfinancial,strict_pit,requires_operator_extension,fiscal_perpetual_inventory,,,,,,bal_total_assets|inc_administration_expense|inc_fiscal_quarter|inc_report_period_end_date|inc_sale_expense|industry_industry_code,add|fiscal_perpetual_inventory|group_rank|quarter_from_cumulative|safe_div,fiscal_perpetual_inventory,BrandCapital,Brand capital to assets,"Belo, Lin and Vitorino",2014.0,RED,,investment alt,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,add|fiscal_perpetual_inventory|group_rank|quarter_from_cumulative|safe_div,bal_total_assets|inc_administration_expense|inc_fiscal_quarter|inc_report_period_end_date|inc_sale_expense|industry_industry_code,fiscal_perpetual_inventory,"group_rank(safe_div(fiscal_perpetual_inventory(add(quarter_from_cumulative(inc_sale_expense,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),quarter_from_cumulative(inc_administration_expense,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available')),inc_report_period_end_date,depreciation=0.2,require_consecutive=True),bal_total_assets),industry_industry_code)",91312637142dae32,1,INV046__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV047,品牌资本投资增长,investment_growth,investment,"group_rank(yoy_by_period(fiscal_perpetual_inventory(quarter_from_cumulative(inc_sale_expense, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), inc_report_period_end_date, depreciation=0.2, require_consecutive=True), inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), industry_industry_code)",irank,INV047,-1,paper_inspired,general_nonfinancial,strict_pit,requires_operator_extension,fiscal_perpetual_inventory,,,,,,inc_fiscal_quarter|inc_report_period_end_date|inc_sale_expense|industry_industry_code,fiscal_perpetual_inventory|group_rank|quarter_from_cumulative|yoy_by_period,fiscal_perpetual_inventory,BrandInvest,Brand capital investment,"Belo, Lin and Vitorino",2014.0,RED,-1.0,investment alt,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,fiscal_perpetual_inventory|group_rank|quarter_from_cumulative|yoy_by_period,inc_fiscal_quarter|inc_report_period_end_date|inc_sale_expense|industry_industry_code,fiscal_perpetual_inventory,"group_rank(yoy_by_period(fiscal_perpetual_inventory(quarter_from_cumulative(inc_sale_expense,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),inc_report_period_end_date,depreciation=0.2,require_consecutive=True),inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),industry_industry_code)",1f93e6847634cbd0,1,INV047__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV048,资本配置效率（收入增长/资产增长）,investment_growth,investment,"group_rank(safe_div(yoy_by_period(inc_operating_revenue, inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(bal_total_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,INV048,1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_report_period_end_date|bal_total_assets|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,group_rank|safe_div|yoy_by_period,,Investment,Investment to revenue,"Titman, Wei and Xie",2004.0,JFQA,-1.0,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|safe_div|yoy_by_period,bal_report_period_end_date|bal_total_assets|inc_operating_revenue|inc_report_period_end_date|industry_industry_code,,"group_rank(safe_div(yoy_by_period(inc_operating_revenue,inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(bal_total_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",98fbbb03c579719e,1,INV048__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV049,资本配置效率（利润增长/资产增长）,investment_growth,investment,"group_rank(safe_div(yoy_by_period(inc_np_parent_company_owners, inc_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(bal_total_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,INV049,1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_report_period_end_date|bal_total_assets|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code,group_rank|safe_div|yoy_by_period,,Investment,Investment to revenue,"Titman, Wei and Xie",2004.0,JFQA,-1.0,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|safe_div|yoy_by_period,bal_report_period_end_date|bal_total_assets|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code,,"group_rank(safe_div(yoy_by_period(inc_np_parent_company_owners,inc_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(bal_total_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",6b8f1635f3b3302a,1,INV049__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
INV050,资本配置效率（现金流增长/资产增长）,investment_growth,investment,"group_rank(safe_div(yoy_by_period(cf_net_operate_cash_flow, cf_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available'), yoy_by_period(bal_total_assets, bal_report_period_end_date, periods=4, denominator='absolute', require_consecutive=True, revision_policy='latest_available')), industry_industry_code)",irank,INV050,1,systematic_extension,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_report_period_end_date|bal_total_assets|cf_net_operate_cash_flow|cf_report_period_end_date|industry_industry_code,group_rank|safe_div|yoy_by_period,,Investment,Investment to revenue,"Titman, Wei and Xie",2004.0,JFQA,-1.0,investment,,增长类按报告期序列计算，不使用日频forward-fill后的固定bar delay。,True,group_rank|safe_div|yoy_by_period,bal_report_period_end_date|bal_total_assets|cf_net_operate_cash_flow|cf_report_period_end_date|industry_industry_code,,"group_rank(safe_div(yoy_by_period(cf_net_operate_cash_flow,cf_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available'),yoy_by_period(bal_total_assets,bal_report_period_end_date,periods=4,denominator='absolute',require_consecutive=True,revision_policy='latest_available')),industry_industry_code)",f4e0587db879a883,1,INV050__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV001,总负债/总资产,leverage_liquidity_distress,solvency,"group_rank(safe_div(bal_total_liability, bal_total_assets), industry_industry_code)",irank,LEV001,-1,paper_close,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_total_assets|bal_total_liability|industry_industry_code,group_rank|safe_div,,BookLeverage,Book leverage (annual),Fama and French,1992.0,JF,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,group_rank|safe_div,bal_total_assets|bal_total_liability|industry_industry_code,,"group_rank(safe_div(bal_total_liability,bal_total_assets),industry_industry_code)",57f6535fbd2e8594,1,LEV001__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
LEV002,总资产/账面权益,leverage_liquidity_distress,solvency,"group_rank(safe_div(bal_total_assets, coalesce(bal_equities_parent_company_owners, bal_total_owner_equities)), industry_industry_code)",irank,LEV002,-1,paper_close,general_nonfinancial,strict_pit,dsl_signature_ready,,,,,,,bal_equities_parent_company_owners|bal_total_assets|bal_total_owner_equities|industry_industry_code,coalesce|group_rank|safe_div,,BookLeverage,Book leverage (annual),Fama and French,1992.0,JF,-1.0,leverage,,金融企业需切换银行/保险专用口径；O-Score为字段可得近似版。,True,coalesce|group_rank|safe_div,bal_equities_parent_company_owners|bal_total_assets|bal_total_owner_equities|industry_industry_code,,"group_rank(safe_div(bal_total_assets,coalesce(bal_equities_parent_company_owners,bal_total_owner_equities)),industry_industry_code)",0324ef2e2bd6f421,1,LEV002__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
